Order_ID,Order_Date,Ship_Date,Region,City,Customer_Segment,Sales_Channel,Product_ID,Quantity,Discount,Sales,Shipping_Cost
ORD-100565,2025-12-02,2025-12-06,North,Newcastle,Corporate,Retail Store,P-011,13,0,272.36,6.21
ORD-100566,2025-07-19,2025-07-22,South,Bristol,Corporate,Retail Store,P-010,5,0,26.64,6.75
ORD-100567,2024-10-22,2024-10-28,South,Brighton,Small Business,Retail Store,P-014,8,0,269,8.1
ORD-100568,2024-08-13,2024-08-16,West,Birmingham,Home Office,Online,P-008,1,0.15,158.19,3.45
ORD-100569,2025-06-23,2025-06-26,West,Liverpool,Corporate,Online,P-013,10,0.25,100.11,9
ORD-100570,2024-07-27,2024-08-02,East,Norwich,Corporate,Retail Store,P-002,1,0.15,158.94,4.08
ORD-100571,2025-05-27,2025-05-29,West,Liverpool,Small Business,Retail Store,P-013,14,0.15,151.26,10.8
ORD-100572,2025-12-18,2025-12-19,South,Brighton,Home Office,Online,P-002,2,0,580.1,5.46
ORD-100573,2024-02-06,2024-02-09,North,Newcastle,Small Business,Online,P-004,1,0,95.14,6.8
ORD-100574,2025-12-15,2025-12-19,West,Liverpool,Home Office,B2B Sales,P-005,2,0,154.46,7
ORD-100575,2024-09-15,2024-09-20,West,Cardiff,Small Business,B2B Sales,P-007,7,0.25,321.29,7.95
ORD-100576,2024-11-06,2024-11-11,West,Cardiff,Corporate,Retail Store,P-013,13,0.05,191.19,6.21
ORD-100577,2025-03-14,2025-03-18,South,Bristol,Corporate,Retail Store,P-015,5,0,29.57,6.75
ORD-100578,2025-09-22,2025-09-26,South,Brighton,Home Office,B2B Sales,P-007,3,0,183.09,8.25
ORD-100579,2025-02-25,2025-03-01,West,Liverpool,Small Business,Online,P-012,13,0,91.92,6.21
ORD-100580,2025-02-23,2025-02-26,South,Brighton,Small Business,Online,P-003,3,0,317.26,11.4
ORD-100581,2025-09-22,2025-09-25,North,Newcastle,Home Office,Online,P-004,2,0,235.73,5.46
ORD-100582,2025-07-01,2025-07-07,East,Peterborough,Small Business,B2B Sales,P-003,2,0.05,202.46,5.46
ORD-100583,2024-10-13,2024-10-15,East,Peterborough,Home Office,Online,P-005,4,0,228.35,9.5
ORD-100584,2025-03-02,2025-03-06,East,Norwich,Small Business,B2B Sales,P-001,3,0,808.55,11.4
ORD-100585,2024-12-15,2024-12-17,West,Liverpool,Corporate,B2B Sales,P-006,2,0.15,278.28,4.2
ORD-100586,2024-11-23,2024-11-26,East,Cambridge,Home Office,Retail Store,P-005,3,0.15,186.25,4.95
ORD-100587,2024-09-21,2024-09-26,South,London,Corporate,Retail Store,P-003,4,0,501.71,8.22
ORD-100588,2024-04-24,2024-04-29,North,Leeds,Small Business,B2B Sales,P-013,7,0,78.88,7.65
ORD-100589,2024-10-19,2024-10-21,South,Brighton,Corporate,B2B Sales,P-015,6,0.15,35.78,4.32
ORD-100590,2024-06-27,2024-07-01,West,Liverpool,Corporate,Retail Store,P-014,11,0,318.98,5.67
ORD-100591,2025-05-13,2025-05-17,South,London,Small Business,Retail Store,P-004,2,0,221.15,5.46
ORD-100592,2025-03-07,2025-03-12,West,Birmingham,Home Office,B2B Sales,P-003,1,0.25,81.75,6.8
ORD-100593,2025-06-28,2025-07-03,South,Brighton,Small Business,Online,P-011,6,0,96.54,7.2
ORD-100594,2025-07-08,2025-07-14,North,Leeds,Corporate,Online,P-013,5,0.25,43.06,6.75
ORD-100595,2024-08-14,2024-08-17,South,Brighton,Home Office,B2B Sales,P-011,7,0,95.21,4.59
ORD-100596,2024-10-24,2024-10-25,South,Brighton,Small Business,Online,P-015,13,0.2,74.12,6.21
ORD-100597,2024-12-18,2024-12-19,West,Liverpool,Small Business,Online,P-006,1,0.05,147.86,3.45
ORD-100598,2024-06-25,2024-06-28,West,Cardiff,Corporate,Online,P-008,3,0.2,485.75,8.25
ORD-100599,2024-05-05,2024-05-06,South,London,Corporate,Online,P-015,7,0.2,34.02,4.59
ORD-100600,2025-09-03,2025-09-05,East,Cambridge,Home Office,Online,P-007,4,0,240.48,5.7
ORD-100601,2025-05-04,2025-05-07,North,Newcastle,Home Office,Online,P-013,7,0.25,61.58,4.59
ORD-100602,2025-04-04,2025-04-09,East,Cambridge,Small Business,Retail Store,P-007,4,0.1,208.9,9.5
ORD-100603,2025-09-11,2025-09-16,North,Leeds,Corporate,Online,P-004,2,0,235.3,9.1
ORD-100604,2024-10-17,2024-10-21,East,Peterborough,Small Business,Retail Store,P-009,4,0.1,514.56,5.7
ORD-100605,2025-11-27,2025-12-03,South,London,Small Business,B2B Sales,P-007,1,0,74.41,3.45
ORD-100606,2025-05-21,2025-05-27,East,Norwich,Small Business,Retail Store,P-008,5,0.25,723.31,6.45
ORD-100607,2025-12-01,2025-12-04,East,Norwich,Small Business,Retail Store,P-010,6,0.15,42.49,7.2
ORD-100608,2024-12-08,2024-12-09,South,London,Small Business,Retail Store,P-012,4,0,47.36,3.78
ORD-100609,2025-01-23,2025-01-28,North,Manchester,Corporate,Online,P-005,2,0,87.13,4.2
ORD-100610,2024-01-10,2024-01-11,South,London,Home Office,Retail Store,P-013,5,0,56.03,4.05
ORD-100611,2025-10-12,2025-10-14,North,Manchester,Home Office,Retail Store,P-010,14,0,100.06,10.8
ORD-100612,2024-12-06,2024-12-09,East,Norwich,Small Business,Retail Store,P-009,3,0.25,404.69,8.25
ORD-100613,2024-10-11,2024-10-12,West,Cardiff,Corporate,Retail Store,P-002,7,0,1648.94,12.36
ORD-100614,2024-01-31,2024-02-04,West,Birmingham,Corporate,B2B Sales,P-002,2,0.2,297.14,5.46
ORD-100615,2025-04-19,2025-04-23,North,Manchester,Small Business,Retail Store,P-005,3,0.15,132.31,4.95
ORD-100616,2025-01-12,2025-01-18,East,Peterborough,Home Office,Online,P-013,3,0.2,25.32,5.85
ORD-100617,2025-03-31,2025-04-05,East,Peterborough,Corporate,B2B Sales,P-008,2,0.1,327.04,7
ORD-100618,2025-01-12,2025-01-15,North,Newcastle,Small Business,B2B Sales,P-008,2,0.25,256.58,4.2
ORD-100619,2025-11-08,2025-11-14,West,Birmingham,Small Business,B2B Sales,P-001,3,0,1221.14,11.4
ORD-100620,2025-05-21,2025-05-25,West,Birmingham,Corporate,Online,P-004,4,0.2,336.15,8.22
ORD-100621,2024-08-20,2024-08-26,North,Leeds,Corporate,B2B Sales,P-013,6,0.25,53.12,4.32
ORD-100622,2025-03-11,2025-03-16,North,Manchester,Small Business,B2B Sales,P-015,6,0.05,31.61,4.32
ORD-100623,2025-11-18,2025-11-21,North,Manchester,Corporate,Retail Store,P-008,2,0.25,397.72,7
ORD-100624,2025-08-22,2025-08-25,South,London,Corporate,B2B Sales,P-011,7,0,92.67,7.65
ORD-100625,2024-07-05,2024-07-09,North,Leeds,Home Office,B2B Sales,P-006,4,0.1,368.52,9.5
ORD-100626,2024-07-22,2024-07-24,South,London,Corporate,Online,P-013,3,0,32.21,5.85
ORD-100627,2024-08-29,2024-09-03,East,Norwich,Home Office,Retail Store,P-014,14,0.1,324.54,10.8
ORD-100628,2025-09-12,2025-09-15,North,Manchester,Small Business,B2B Sales,P-008,1,0,206.56,3.45
ORD-100629,2025-10-24,2025-10-25,North,Leeds,Home Office,B2B Sales,P-005,4,0,243.15,5.7
ORD-100630,2024-08-11,2024-08-17,East,Cambridge,Small Business,B2B Sales,P-013,8,0.05,93.06,4.86
ORD-100631,2024-01-27,2024-01-31,East,Norwich,Small Business,Retail Store,P-006,1,0,96.96,5.75
ORD-100632,2024-03-04,2024-03-05,North,Leeds,Home Office,Retail Store,P-011,6,0,84.93,7.2
ORD-100633,2025-08-19,2025-08-21,North,Manchester,Small Business,Online,P-005,1,0,51.08,3.45
ORD-100634,2024-11-05,2024-11-06,West,Liverpool,Home Office,Online,P-008,2,0.15,443.73,7
ORD-100635,2024-12-11,2024-12-12,East,Cambridge,Small Business,Online,P-014,3,0,114.06,5.85
ORD-100636,2024-06-23,2024-06-28,West,Liverpool,Small Business,Retail Store,P-004,7,0,829.96,12.36
ORD-100637,2024-06-22,2024-06-28,North,Manchester,Small Business,Retail Store,P-011,5,0.2,62.81,4.05
ORD-100638,2025-01-15,2025-01-16,North,Leeds,Corporate,Retail Store,P-012,12,0,83.82,5.94
ORD-100639,2025-07-03,2025-07-09,North,Leeds,Corporate,B2B Sales,P-014,6,0,149,7.2
ORD-100640,2024-08-28,2024-08-30,East,Cambridge,Home Office,Retail Store,P-014,3,0.15,64.9,5.85
ORD-100641,2025-02-06,2025-02-11,East,Norwich,Small Business,Online,P-001,1,0.1,229.93,6.8
ORD-100642,2025-02-23,2025-02-28,North,Newcastle,Small Business,Online,P-011,8,0,109.95,4.86
ORD-100643,2025-10-18,2025-10-22,North,Leeds,Corporate,Online,P-001,4,0,1312.22,8.22
ORD-100644,2024-08-29,2024-08-31,North,Newcastle,Home Office,Online,P-001,7,0,1980.24,20.6
ORD-100645,2024-12-22,2024-12-23,North,Leeds,Small Business,Online,P-008,3,0.15,721.78,8.25
ORD-100646,2024-08-12,2024-08-15,East,Peterborough,Home Office,Online,P-007,3,0.25,127.94,8.25
ORD-100647,2025-08-29,2025-09-01,North,Manchester,Small Business,B2B Sales,P-012,13,0,104.09,6.21
ORD-100648,2025-02-17,2025-02-23,West,Birmingham,Corporate,Online,P-007,5,0,256.26,6.45
ORD-100649,2025-09-20,2025-09-23,South,Bristol,Small Business,B2B Sales,P-010,4,0.25,20.01,3.78
ORD-100650,2024-07-31,2024-08-01,East,Norwich,Small Business,Online,P-009,4,0,459,5.7
ORD-100651,2025-12-24,2025-12-28,North,Newcastle,Corporate,Retail Store,P-013,7,0.2,92.21,7.65
ORD-100652,2025-08-13,2025-08-14,South,London,Home Office,Retail Store,P-008,1,0.05,180.19,3.45
ORD-100653,2025-06-30,2025-07-01,East,Peterborough,Corporate,Online,P-011,8,0.1,108.55,8.1
ORD-100654,2024-11-10,2024-11-11,South,London,Small Business,B2B Sales,P-010,9,0.15,59.91,5.13
ORD-100655,2025-06-27,2025-06-29,East,Peterborough,Small Business,Retail Store,P-006,2,0.05,209.09,7
ORD-100656,2024-02-27,2024-03-02,North,Manchester,Corporate,Online,P-009,4,0,461.89,9.5
ORD-100657,2024-06-08,2024-06-14,South,Brighton,Small Business,Online,P-004,2,0.15,200.62,9.1
ORD-100658,2024-03-06,2024-03-07,North,Newcastle,Corporate,Online,P-012,8,0.2,51.33,4.86
ORD-100659,2024-06-20,2024-06-21,North,Newcastle,Corporate,Retail Store,P-004,4,0.2,355.81,13.7
ORD-100660,2024-08-20,2024-08-23,East,Peterborough,Small Business,Online,P-011,18,0,243.78,12.6
ORD-100661,2025-12-09,2025-12-14,North,Leeds,Small Business,Online,P-001,4,0.2,1296.36,13.7
ORD-100662,2025-06-04,2025-06-10,South,London,Corporate,B2B Sales,P-013,5,0,64.29,4.05
ORD-100663,2025-03-08,2025-03-09,East,Cambridge,Corporate,Retail Store,P-002,4,0,746.09,8.22
ORD-100664,2024-04-05,2024-04-07,East,Norwich,Corporate,B2B Sales,P-015,9,0.1,49.82,8.55
ORD-100665,2025-06-04,2025-06-05,South,Brighton,Small Business,B2B Sales,P-007,2,0,114.15,7
ORD-100666,2025-08-03,2025-08-04,East,Peterborough,Corporate,Retail Store,P-004,4,0,416.92,8.22
ORD-100667,2024-10-09,2024-10-14,South,Bristol,Corporate,Retail Store,P-013,13,0,174.63,6.21
ORD-100668,2025-04-28,2025-05-01,North,Manchester,Home Office,B2B Sales,P-007,4,0.15,198.35,5.7
ORD-100669,2024-04-25,2024-04-28,North,Manchester,Corporate,Online,P-011,10,0,136.6,5.4
ORD-100670,2024-12-18,2024-12-21,West,Liverpool,Home Office,Retail Store,P-010,10,0.05,79.93,9
ORD-100671,2024-05-04,2024-05-07,East,Cambridge,Corporate,B2B Sales,P-007,4,0.2,186.24,5.7
ORD-100672,2025-07-28,2025-08-02,North,Newcastle,Small Business,Online,P-011,8,0.05,104.04,8.1
ORD-100673,2024-02-07,2024-02-12,North,Manchester,Home Office,Online,P-005,3,0.05,138.27,4.95
ORD-100674,2025-11-10,2025-11-15,East,Peterborough,Corporate,B2B Sales,P-009,4,0,713.61,5.7
ORD-100675,2024-08-26,2024-09-01,South,London,Small Business,Retail Store,P-003,3,0,304.38,11.4
ORD-100676,2025-05-12,2025-05-15,East,Cambridge,Small Business,Online,P-012,10,0,83.64,9
ORD-100677,2025-08-08,2025-08-09,West,Liverpool,Home Office,Online,P-010,13,0,73.14,10.35
ORD-100678,2025-05-09,2025-05-11,North,Manchester,Home Office,Online,P-004,1,0,110.1,6.8
ORD-100679,2025-08-23,2025-08-24,East,Norwich,Home Office,Retail Store,P-011,5,0.1,66.67,4.05
ORD-100680,2025-04-11,2025-04-15,North,Leeds,Small Business,B2B Sales,P-007,1,0.05,52.62,3.45
ORD-100681,2025-08-10,2025-08-12,West,Cardiff,Small Business,Online,P-004,4,0,398.85,13.7
ORD-100682,2024-04-24,2024-04-25,West,Cardiff,Corporate,Online,P-014,4,0.15,90.35,3.78
ORD-100683,2024-07-21,2024-07-23,West,Liverpool,Corporate,Retail Store,P-011,13,0,173.31,6.21
ORD-100684,2025-07-16,2025-07-18,East,Norwich,Small Business,Retail Store,P-010,13,0,70.49,6.21
ORD-100685,2024-11-22,2024-11-25,South,London,Corporate,Retail Store,P-004,2,0,292.84,5.46
ORD-100686,2024-03-05,2024-03-10,North,Manchester,Home Office,Retail Store,P-009,4,0.1,424.33,5.7
ORD-100687,2025-08-06,2025-08-12,West,Birmingham,Corporate,B2B Sales,P-008,2,0.15,295.94,4.2
ORD-100688,2024-02-06,2024-02-12,North,Newcastle,Corporate,Retail Store,P-009,4,0.15,403.87,9.5
ORD-100689,2024-05-21,2024-05-26,South,London,Home Office,Retail Store,P-015,10,0,61.08,9
ORD-100690,2024-09-13,2024-09-14,East,Cambridge,Home Office,Online,P-009,1,0.1,118.67,3.45
ORD-100691,2024-10-02,2024-10-03,North,Manchester,Corporate,Online,P-012,14,0,133.18,6.48
ORD-100692,2024-04-21,2024-04-22,South,Brighton,Home Office,Online,P-005,3,0.05,137.59,8.25
ORD-100693,2025-03-24,2025-03-27,East,Cambridge,Corporate,B2B Sales,P-012,10,0,74.48,5.4
ORD-100694,2025-04-11,2025-04-16,West,Cardiff,Small Business,Retail Store,P-001,1,0,288.8,6.8
ORD-100695,2024-05-11,2024-05-12,North,Newcastle,Corporate,Retail Store,P-001,1,0.05,261.9,4.08
ORD-100696,2024-11-05,2024-11-06,East,Peterborough,Small Business,Retail Store,P-013,3,0.15,40.33,3.51
ORD-100697,2025-08-05,2025-08-06,North,Leeds,Corporate,Online,P-015,9,0,50.11,5.13
ORD-100698,2024-05-01,2024-05-05,South,Brighton,Corporate,B2B Sales,P-007,2,0,116.58,4.2
ORD-100699,2025-01-06,2025-01-08,East,Peterborough,Small Business,Online,P-009,1,0,113.77,3.45
ORD-100700,2025-03-27,2025-03-29,North,Manchester,Corporate,Retail Store,P-007,3,0,165.84,8.25
ORD-100701,2024-08-14,2024-08-15,South,London,Small Business,Online,P-005,4,0.15,164.85,9.5
ORD-100702,2024-02-19,2024-02-23,North,Manchester,Home Office,Retail Store,P-010,8,0.1,39.81,4.86
ORD-100703,2025-12-25,2025-12-30,South,Brighton,Corporate,Retail Store,P-003,4,0,619.28,13.7
ORD-100704,2025-03-11,2025-03-12,East,Cambridge,Corporate,Online,P-004,3,0,310.1,11.4
ORD-100705,2024-05-17,2024-05-19,East,Peterborough,Home Office,B2B Sales,P-012,10,0.2,70.82,9
ORD-100706,2025-06-20,2025-06-26,South,Brighton,Corporate,Retail Store,P-010,14,0.25,67.49,10.8
ORD-100707,2025-06-04,2025-06-08,East,Peterborough,Small Business,Online,P-014,8,0,238.04,8.1
ORD-100708,2025-01-08,2025-01-12,North,Newcastle,Small Business,Retail Store,P-008,1,0,163.78,5.75
ORD-100709,2024-06-10,2024-06-13,North,Newcastle,Small Business,B2B Sales,P-006,2,0,246.98,4.2
ORD-100710,2025-11-26,2025-11-29,West,Liverpool,Small Business,B2B Sales,P-002,1,0,284.32,6.8
ORD-100711,2025-08-25,2025-08-31,South,Brighton,Small Business,Online,P-009,3,0,355.75,8.25
ORD-100712,2024-09-04,2024-09-07,North,Manchester,Corporate,Retail Store,P-010,9,0,58.37,5.13
ORD-100713,2024-02-25,2024-02-27,South,Brighton,Home Office,B2B Sales,P-003,3,0,322.5,6.84
ORD-100714,2025-01-01,2025-01-04,North,Newcastle,Small Business,Online,P-004,3,0,273.39,11.4
ORD-100715,2025-01-06,2025-01-07,East,Cambridge,Corporate,Online,P-011,8,0.15,83.92,4.86
ORD-100716,2024-02-26,2024-02-29,North,Newcastle,Home Office,Retail Store,P-009,3,0.05,314.85,8.25
ORD-100717,2025-12-19,2025-12-21,West,Cardiff,Corporate,Online,P-006,2,0,332.31,7
ORD-100718,2025-01-20,2025-01-22,East,Peterborough,Corporate,Online,P-004,4,0,382.36,13.7
ORD-100719,2025-07-27,2025-07-28,South,London,Corporate,B2B Sales,P-007,1,0,51.32,3.45
ORD-100720,2024-05-04,2024-05-06,South,London,Small Business,Online,P-005,2,0,103.07,7
ORD-100721,2025-01-13,2025-01-14,South,London,Corporate,Retail Store,P-015,13,0,67.05,10.35
ORD-100722,2025-05-09,2025-05-11,South,Brighton,Corporate,Retail Store,P-015,8,0,49.8,4.86
ORD-100723,2025-10-03,2025-10-09,South,London,Home Office,Retail Store,P-009,4,0,561.3,5.7
ORD-100724,2025-08-18,2025-08-22,East,Peterborough,Small Business,Retail Store,P-006,5,0.15,435.24,6.45
ORD-100725,2025-05-23,2025-05-28,South,Brighton,Corporate,Retail Store,P-007,4,0.05,226.78,9.5
ORD-100726,2024-05-03,2024-05-04,North,Manchester,Small Business,B2B Sales,P-009,3,0,383.24,4.95
ORD-100727,2024-07-20,2024-07-25,East,Cambridge,Small Business,Retail Store,P-007,4,0,217.46,5.7
ORD-100728,2025-04-06,2025-04-11,South,Brighton,Home Office,Retail Store,P-013,14,0.1,158.45,10.8
ORD-100729,2025-09-08,2025-09-14,East,Cambridge,Corporate,Retail Store,P-004,2,0,244.9,5.46
ORD-100730,2025-07-25,2025-07-26,North,Manchester,Home Office,Online,P-013,13,0.1,138,10.35
ORD-100731,2024-08-19,2024-08-20,North,Leeds,Home Office,B2B Sales,P-005,4,0,189.13,5.7
ORD-100732,2025-11-14,2025-11-19,East,Cambridge,Small Business,Online,P-004,4,0.05,571.58,8.22
ORD-100733,2025-02-25,2025-02-26,West,Liverpool,Corporate,Retail Store,P-010,10,0,53.37,5.4
ORD-100734,2024-03-26,2024-03-27,East,Cambridge,Small Business,Retail Store,P-012,10,0,76.78,9
ORD-100735,2024-11-25,2024-11-27,South,London,Small Business,B2B Sales,P-011,7,0.05,135.1,7.65
ORD-100736,2025-06-15,2025-06-17,West,Liverpool,Corporate,B2B Sales,P-007,4,0.25,177.16,5.7
ORD-100737,2024-03-04,2024-03-10,South,Bristol,Small Business,Retail Store,P-003,2,0,219.06,5.46
ORD-100738,2025-06-25,2025-06-27,South,London,Corporate,Online,P-012,3,0,26.49,3.51
ORD-100739,2024-11-13,2024-11-19,East,Norwich,Corporate,Online,P-005,4,0,283.85,5.7
ORD-100740,2025-02-19,2025-02-20,West,Cardiff,Home Office,Retail Store,P-005,2,0.25,72.62,7
ORD-100741,2024-07-18,2024-07-21,North,Newcastle,Small Business,Online,P-015,4,0,22.76,3.78
ORD-100742,2025-06-15,2025-06-16,East,Peterborough,Corporate,Online,P-003,4,0,459.71,8.22
ORD-100743,2025-12-07,2025-12-13,North,Newcastle,Corporate,Retail Store,P-011,4,0,80.01,3.78
ORD-100744,2024-12-20,2024-12-23,South,Bristol,Home Office,Online,P-009,1,0.25,140.85,5.75
ORD-100745,2024-10-06,2024-10-09,South,London,Home Office,Retail Store,P-010,20,0.15,112.86,8.1
ORD-100746,2025-08-01,2025-08-05,North,Leeds,Home Office,Retail Store,P-010,14,0.05,72.04,6.48
ORD-100747,2025-09-19,2025-09-25,South,London,Corporate,Online,P-007,3,0,190.62,4.95
ORD-100748,2024-04-12,2024-04-17,North,Leeds,Small Business,Retail Store,P-009,1,0.2,99.98,3.45
ORD-100749,2024-10-17,2024-10-18,South,London,Corporate,Retail Store,P-011,4,0.15,57.79,3.78
ORD-100750,2025-09-09,2025-09-11,North,Manchester,Small Business,Retail Store,P-010,5,0,32.26,4.05
ORD-100751,2025-12-06,2025-12-11,West,Cardiff,Home Office,Retail Store,P-007,3,0,230.32,8.25
ORD-100752,2024-11-18,2024-11-20,West,Liverpool,Small Business,Online,P-010,25,0,200.11,9.45
ORD-100753,2025-02-11,2025-02-13,East,Norwich,Small Business,Retail Store,P-013,14,0,155.04,6.48
ORD-100754,2024-11-13,2024-11-17,South,London,Small Business,B2B Sales,P-009,1,0.2,132.72,5.75
ORD-100755,2024-07-13,2024-07-16,East,Norwich,Home Office,Retail Store,P-007,3,0,150.75,8.25
ORD-100756,2024-05-04,2024-05-09,West,Birmingham,Small Business,B2B Sales,P-005,2,0,99.2,4.2
ORD-100757,2025-03-20,2025-03-24,East,Norwich,Home Office,B2B Sales,P-005,4,0.2,151.16,5.7
ORD-100758,2025-02-12,2025-02-17,East,Norwich,Small Business,Retail Store,P-008,1,0,167.94,5.75
ORD-100759,2025-10-13,2025-10-18,South,Brighton,Home Office,B2B Sales,P-003,4,0,519.3,13.7
ORD-100760,2025-12-12,2025-12-14,West,Liverpool,Corporate,B2B Sales,P-011,13,0.2,221.86,10.35
ORD-100761,2025-10-04,2025-10-05,North,Newcastle,Small Business,Online,P-014,5,0.25,123.93,6.75
ORD-100762,2024-10-25,2024-10-26,East,Peterborough,Home Office,Online,P-006,3,0,400.14,8.25
ORD-100763,2025-02-17,2025-02-23,South,London,Small Business,B2B Sales,P-008,2,0,336.97,4.2
ORD-100764,2024-08-02,2024-08-07,West,Birmingham,Home Office,Retail Store,P-012,10,0.1,74.55,9
ORD-100765,2024-07-22,2024-07-25,East,Norwich,Small Business,B2B Sales,P-011,5,0,71.79,6.75
ORD-100766,2025-09-10,2025-09-16,East,Peterborough,Home Office,Online,P-013,9,0,118.35,8.55
ORD-100767,2024-09-11,2024-09-16,East,Peterborough,Small Business,Online,P-006,2,0.1,211.31,7
ORD-100768,2024-10-18,2024-10-22,North,Newcastle,Home Office,Retail Store,P-003,3,0,377.34,11.4
ORD-100769,2024-07-18,2024-07-19,South,Bristol,Corporate,B2B Sales,P-002,2,0.05,352.95,5.46
ORD-100770,2024-04-04,2024-04-10,West,Liverpool,Home Office,Online,P-011,6,0,86.34,4.32
ORD-100771,2025-06-23,2025-06-26,West,Birmingham,Corporate,Online,P-015,12,0.05,69.81,9.9
ORD-100772,2024-03-21,2024-03-24,South,London,Small Business,B2B Sales,P-012,3,0,24.12,5.85
ORD-100773,2024-08-29,2024-09-01,West,Birmingham,Small Business,Retail Store,P-004,2,0.2,173.36,9.1
ORD-100774,2024-06-18,2024-06-21,East,Peterborough,Home Office,Online,P-001,4,0,1207.95,8.22
ORD-100775,2025-08-13,2025-08-19,West,Liverpool,Corporate,B2B Sales,P-005,2,0,103.35,7
ORD-100776,2024-02-01,2024-02-05,East,Peterborough,Home Office,B2B Sales,P-014,13,0,337.99,6.21
ORD-100777,2024-12-28,2025-01-03,South,Brighton,Home Office,Retail Store,P-001,1,0.05,376.71,6.8
ORD-100778,2025-03-16,2025-03-19,West,Liverpool,Corporate,B2B Sales,P-009,2,0,247.56,7
ORD-100779,2024-09-19,2024-09-20,South,Bristol,Small Business,Retail Store,P-014,13,0,387.08,6.21
ORD-100780,2024-09-09,2024-09-13,East,Norwich,Small Business,B2B Sales,P-008,1,0.25,163.61,5.75
ORD-100781,2025-05-01,2025-05-03,North,Leeds,Corporate,Online,P-009,2,0,250.13,4.2
ORD-100782,2025-12-18,2025-12-24,West,Cardiff,Small Business,Online,P-014,14,0.15,484.61,6.48
ORD-100783,2025-09-25,2025-10-01,East,Norwich,Small Business,Retail Store,P-003,1,0.1,109.64,4.08
ORD-100784,2024-12-31,2025-01-01,North,Leeds,Small Business,Online,P-009,1,0,168.87,5.75
ORD-100785,2025-02-28,2025-03-01,North,Newcastle,Small Business,Retail Store,P-002,3,0,544.8,11.4
ORD-100786,2025-02-20,2025-02-22,West,Cardiff,Small Business,Retail Store,P-005,4,0.1,158.87,9.5
ORD-100787,2024-06-11,2024-06-16,South,Brighton,Small Business,Retail Store,P-007,3,0,182.01,4.95
ORD-100788,2024-11-13,2024-11-17,West,Liverpool,Corporate,Retail Store,P-003,3,0,469.74,6.84
ORD-100789,2025-04-06,2025-04-08,South,Brighton,Corporate,Online,P-009,1,0,126.42,5.75
ORD-100790,2025-03-19,2025-03-22,South,Brighton,Corporate,Online,P-007,2,0.25,78.98,7
ORD-100791,2025-11-14,2025-11-15,West,Cardiff,Home Office,Online,P-012,14,0.2,119.67,10.8
ORD-100792,2025-06-13,2025-06-18,East,Cambridge,Small Business,B2B Sales,P-015,7,0.1,39.01,4.59
ORD-100793,2024-08-24,2024-08-30,South,Bristol,Corporate,B2B Sales,P-012,5,0,39.35,6.75
ORD-100794,2024-10-14,2024-10-20,North,Newcastle,Small Business,Retail Store,P-001,2,0.25,506.82,5.46
ORD-100795,2025-04-09,2025-04-11,East,Peterborough,Home Office,B2B Sales,P-002,2,0,409.41,9.1
ORD-100796,2024-02-07,2024-02-09,East,Norwich,Home Office,Online,P-013,11,0,117,5.67
ORD-100797,2024-02-17,2024-02-22,South,London,Small Business,B2B Sales,P-002,3,0,560.17,6.84
ORD-100798,2025-09-28,2025-09-30,North,Newcastle,Small Business,Retail Store,P-015,11,0.2,59.73,5.67
ORD-100799,2024-03-21,2024-03-27,East,Peterborough,Home Office,Retail Store,P-015,7,0,41.02,7.65
ORD-100800,2025-04-30,2025-05-01,North,Leeds,Corporate,Online,P-006,4,0,462.5,5.7
ORD-100801,2024-06-24,2024-06-29,East,Cambridge,Corporate,B2B Sales,P-008,1,0,199.77,3.45
ORD-100802,2024-04-05,2024-04-07,North,Newcastle,Home Office,Online,P-002,2,0.1,352.02,5.46
ORD-100803,2024-06-18,2024-06-21,North,Leeds,Home Office,B2B Sales,P-014,9,0,254.55,5.13
ORD-100804,2025-06-28,2025-06-29,North,Leeds,Small Business,B2B Sales,P-009,2,0.15,230.9,4.2
ORD-100805,2024-05-04,2024-05-09,North,Leeds,Small Business,Retail Store,P-012,13,0,112.24,6.21
ORD-100806,2025-08-15,2025-08-20,East,Cambridge,Home Office,Retail Store,P-006,1,0.1,91.53,5.75
ORD-100807,2024-06-21,2024-06-26,East,Cambridge,Home Office,Online,P-003,2,0.1,221.23,9.1
ORD-100808,2025-11-05,2025-11-08,South,London,Corporate,Online,P-005,5,0.25,263.4,6.45
ORD-100809,2025-09-08,2025-09-14,North,Manchester,Small Business,B2B Sales,P-002,1,0.25,159.36,4.08
ORD-100810,2025-11-17,2025-11-21,East,Cambridge,Home Office,Online,P-001,2,0.05,771.48,9.1
ORD-100811,2024-01-04,2024-01-07,West,Birmingham,Corporate,B2B Sales,P-014,9,0,214.54,8.55
ORD-100812,2024-01-28,2024-02-01,East,Cambridge,Home Office,Online,P-004,3,0,284.43,6.84
ORD-100813,2025-09-26,2025-09-30,South,Bristol,Home Office,Online,P-013,13,0.15,141.59,10.35
ORD-100814,2025-09-17,2025-09-21,West,Birmingham,Small Business,B2B Sales,P-013,12,0.1,134.39,5.94
ORD-100815,2025-03-17,2025-03-21,East,Norwich,Corporate,Retail Store,P-005,2,0.2,79.46,7
ORD-100816,2024-04-07,2024-04-08,West,Birmingham,Small Business,Retail Store,P-001,4,0.15,965.54,8.22
ORD-100817,2024-10-26,2024-10-27,West,Liverpool,Home Office,Retail Store,P-013,3,0,44.23,5.85
